"asa_code","regex"
"505012","505012: *Module +(?<object_id>[^\s,]+)(?:\s+in\s+slot\s+(?<slot_num>\d+))?\s*,\s*application\s+(?<action>\S+)\s+(?<app_name>[^\s,]+)\s*,\s*version\s+(?<app_version>\S+)"
"505013","505013: *Module +(?<object_id>[^\s,]+)(?:\s+in\s+slot\s+(?<slot_num>\d+))?\s+application\s+(?<action>\S+)\s+from\s*:\s*(?<old_app_name>\S+)\s+version\s+(?<old_app_version>\S+)\s+to\s*:\s*(?<new_app_name>\S+)\s+version\s+(?<new_app_version>.+?)[\s\.]*$"
"505014","505014: *Module +(?<object_id>[^\s,]+)(?:\s+in\s+slot\s+(?<slot_num>\d+))?\s*,\s*application\s+down\s+(?<app_name>[^\s,]+)\s*,\s*version\s+(?<app_version>\S+)\s+(?<reason>.+)"
"505015","505015: *Module +(?<object_id>[^\s,]+)(?:\s+in\s+slot\s+(?<slot_num>\d+))?\s*,\s*(?<object_category>\S+)\s+(?<action>\S+)\s+(?<app_name>[^,\s]+)\s*,\s*version\s+(?<app_version>\S+)"
"505016","505016: *Module +(?<object_id>[^\s,]+)(?:\s+in\s+slot\s+(?<slot_num>\d+))?\s+application\s+(?<action>\S+)\s+from\s*:\s*(?<old_app_name>\S+)\s+version\s+(?<old_app_version>\S+)\s+state\s+(?<old_state>\S+)\s+to\s*:\s*(?<new_app_name>\S+)\s+(?<new_app_version>\S+)\s+state\s+(?<new_state>[^\s.]+)"
"751025","751025:\s*Local\s*:\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*:\s*(?<dest_port>\d+)\s+Remote\s*:\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*:\s*(?<src_port>\d+)\s+Username\s*:\s*(?<user>.+?(?=\s+Group))\s+Group\s*:\s*(?<group>.+)\s+IPv4\s+[Aa]ddress\s*=\s*(?<assigned_ipv4>\S+)\s+IPv6\s+[Aa]ddress\s*=\s*(?<assigned_ipv6>\S+)\s+(?<vendor_action>\S+)"
"751026","751026:\s*Local\s*:\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*:\s*(?<dest_port>\d+)\s+Remote\s*:\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*:\s*(?<src_port>\d+)\s+Username\s*:\s*(?<user>.+?(?=\s+IKEv2))\s+IKEv2\s+Client\s+OS\s*:\s*(?<client_os>.+?(?=\s+Client))\s+Client\s*:\s*(?<client_name>\S+)\s+(?<client_version>.+?)[\s\.]*$"
"313005","313005:\s*No\s+matching\s+connection\s+for\s+(?<transport>\S+)\s+error\s+message\s*:\s*(?<message>icmp\s+src\s+(?<src_interface>[^:\s]+)\s*:\s*(?:(?<src_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>[^\s\(]+))(?:\s*\(\s*(?:(?<src_nt_domain>[\S^\\]+)\\)?(?<src_user>[\w\-_]+)\s*\))?\s+dst\s+(?<dest_interface>[^:\s]+)\s*:\s*(?:(?<dest_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>[^\s\(]+))\s*\(\s*type\s+(?<icmp_type>\d+)\s*,\s*code\s+(?<icmp_code>\d+)\s*\))\s+on\s+(?<interface_name>\S+)\s+interface\s*\.\s*Original\s+IP\s+payload\s*:\s*(?<orig_transport>\S+)\s+src\s+(?<orig_src_ip>[^\/\s]+)\s*\/\s*(?<src_port>\d{1,5})\s+dst\s+(?<orig_dest_ip>[^\/\s]+)\s*\/\s*(?<dest_port>\d{1,5})"
"338002","338002:\s*Dynamic\s+[Ff]ilter\s+monitored\s+(?<rule>blacklist)ed\s+(?<transport>\S+)\s+traffic\s+from\s+(?<src_interface>[^:\s]+)\s*:\s*(?:(?<src_ip>(?:[\d.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*\/\s*(?<src_port>\d+)\s*\(\s*(?:(?<src_translated_ip>(?:[\d.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_translated_host>\S+))\s*\/\s*(?<src_translated_port>\d+)\s*\)\s+to\s+(?<dest_interface>[^:\s]+)\s*:\s*(?:(?<dest_ip>(?:[\d.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\/\s*(?<dest_port>\d+)\s*\(\s*(?:(?<dest_translated_ip>(?:[\d.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_translated_host>\S+))\s*\/\s*(?<dest_translated_port>\d+)\s*\)\s*,\s+destination\s+(?:(?<malicious_ip>(?:[\d.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<malicious_host>\S+))\s+resolved\s+from\s+(?:dynamic|local)\s+list\s*:\s+(?<domain_name>[^,\s]+)\s*,\s+threat-level\s*:\s*(?<vendor_severity>\S+)\s*,\s+category\s*:\s+(?<vendor_category>\S+)"
"713166","Headend\s*security\s+gateway\s+has\s+(?<vendor_action>\S+).+check\s+configured"
"713167","Remote\s+peer\s+has\s+(?<vendor_action>\S+)\s+"
"713185","Error\s*:\s*Username\s+too\s+long\s*-\s*connection\s+(?<action>\w+)"
"713198","User\s+Authorization\s+(?<vendor_action>[^:\s]+)\s*:\s*(?<user>\S+)"
"713199","713199: *[\S\s]*\s+counter\s*\(\s*(?<counter>\d+)\s*\)\!"
"725016","Device\s+selects\s+trust-point\s+(?<trust_point_name>\S+)\s+for\s+(?<peer_type>\S+)\s+(?<src_interface>[^:\s]+)\s*:\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*\/\s*(?<src_port>\d{1,5})\s+to\s+(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\/\s*(?<dest_port>\d{1,5})"
"725017","725017:\s*No\s+certificates\s+received\s+during\s+the\s+handshake\s+with\s+(?<remote_device>\S+)\s+(?<src_interface>[^\s\:]+)\s*:\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*\/\s*(?<src_port>\d{1,5})\s+to\s+(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\/\s*(?<dest_port>\d{1,5})\s+for\s+(?<protocol_version>\S+)\s+session"
"734001","734001:\s*DAP\s*:\s*User\s+(?<user>[^,\s]+)\s*,\s*Addr\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*,\s*Connection\s*(?<type>[^:]+)\s*:.+this\s+connection\s*:\s*(?<DAP_record_names>.+)"
"734003","734003:\s*DAP\s*:\s*User\s*(?<user>[^,\s]+)\s*,\s*Addr\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*:\s*Session\s*Attribute\s*(?::\s*|\s+)(?<endpoint_attribute_name>[^\/\s]+)\s*(?:\/|=)\s*\""?\s*(?<endpoint_value>(?:\w+\s+)*[\w+\.]+)\s*\""?"
"737001","IPAA\s*:\s*Session\s*=\s*(?<session>[^,\s]+)\s*,\s*Received\s+message\s+\'?\s*(?<message_type>[^']+)\s*\'?"
"737016","IPAA\s*:\s*Session\s*=\s*(?<session>[^,\s]+)\s*,\s*Freeing\s+local\s+pool\s+(?:(?<pool_name>\S+)\s+)?address\s+(?:(?<ip_address>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<host_name>\S+))$"
"737026","IPAA\s*:\s*Session\s*=\s*(?<session>[^,\s]+)\s*,\s*Client\s+assigned\s+(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s+from\s+local\s+pool(?:\s+(?<pool_name>\S+))?"
"737034","IPAA\s*:\s*Session\s*=\s*(?<session>[^,\s]+)\s*,\s*(?<ip_version>\S+)\s+address\s*:\s*(?<explanation>.+)"
"737035","IPAA\s*:\s*Session\s*=\s*(?<session>[^,\s]+)\s*,\s*\'?\s*(?<message_type>[^']+)\'?"
"746016","user-identity\s*:\s*DNS\s+lookup\s+(?:for\s+(?<fqdn>\S+)\s+)?failed\s*,\s*reason\s*:\s*(?<reason>.+)"
"713154","DNS\s+lookup\s+for\s+(?<peer_description>(?:\S+\s+)*\S+)\s+Server\s*\[\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\]\s+(?<answer>[^\!\s]+)"
"737003","IPAA\s*:\s*Session\s*=\s*(?<session>[^,\s]+)\s*,\s*(?:DHCP\s+configured\s*,\s*no\s+viable\s+servers\s+found|Local\s+pool\s+request\s+succeeded)\s+for\s+tunnel-group\s+\'?(?<tunnel_group>(?:\w+\s+)*\w+)\'?"
"737006","IPAA\s*:\s*Session\s*=\s*(?<session>[^,\s]+)\s*,\s*(?:DHCP\s+configured\s*,\s*no\s+viable\s+servers\s+found|Local\s+pool\s+request\s+succeeded)\s+for\s+tunnel-group\s+\'?(?<tunnel_group>(?:\w+\s+)*\w+)\'?"
"746012","*user-identity\s*:\s*\S+\s+IP-User\s+mapping\s+(?:(?<ip_address>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<host_name>\S+))\s*-\s*(?<domain_name>[^\\\s]+)\s*\\\s*(?<user>\S+)\s+(?<result>\S+)\s*-\s*(?<reason>.+)"
"746013","user-identity\s*:\s*\S+\s+IP-User\s+mapping\s+(?:(?<ip_address>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<host_name>\S+))\s*-\s*(?<domain_name>[^\\\s]+)\s*\\\s*(?<user>\S+)\s+(?<result>\S+)\s*-\s*(?<reason>.+)"
"746014","user-identity\s*:\s*\[\s*FQDN\s*\]\s+(?<fqdn>\S+)\s+\S+\s+(?:(?<ip_address>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<host_name>\S+))"
"746015","user-identity\s*:\s*\[\s*FQDN\s*\]\s+(?<fqdn>\S+)\s+\S+\s+(?:(?<ip_address>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<host_name>\S+))"
"605005","Login\s+(?<vendor_action>\S+)\s+from\s+(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*\/\s*(?<src_port>\d{1,5})\s+to\s+(?<dest_interface>[^:\s]+)\s*:\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\/\s*(?<service>\S+)\s+for\s+user\s+\""?\s*(?<user>[^""\s]+)\s*\""?"
"713160","Remote\s+user\s*\(\s*session\s*Id\s*-\s*(?<session_id>\S+)\s*\)\s+has\s+been\s+(?<action>\S+)"
"500001","(?<object>(?:ActiveX|Java)\s+content)\s+in\s+(?<object_category>java\s+script)\s+is\s+(?<action>\S+)\s*:\s*src\s+(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s+dest\s+(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s+on\s+interface\s+(?<dest_interface>\S+)"
"500002","(?<object>(?:ActiveX|Java)\s+content)\s+in\s+(?<object_category>java\s+script)\s+is\s+(?<action>\S+)\s*:\s*src\s+(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s+dest\s+(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s+on\s+interface\s+(?<dest_interface>\S+)"
"502101","(?:New)?\s*(?<object_category>[Uu]ser)\s+(?<action>\S+)\s+(?:to|from)\s+(?<object_path>local)\s+dbase\s*:\s*Uname\s*:\s*(?<user>\S+)\s+Priv\s*:\s*(?<privilege_level>\S+)\s+Encpass\s*:\s*(?<encrypted_password>\S+)"
"502102","(?:New)?\s*(?<object_category>[Uu]ser)\s+(?<action>\S+)\s+(?:to|from)\s+(?<object_path>local)\s+dbase\s*:\s*Uname\s*:\s*(?<user>\S+)\s+Priv\s*:\s*(?<privilege_level>\S+)\s+Encpass\s*:\s*(?<encrypted_password>\S+)"
"502111","(?:New\s+)?(?<object_category>[Gg]roup\s+policy)\s+(?<action>\S+)\s*:\s*name\s*:\s*(?<object>\S+)\s+Type\s*:\s*(?<policy_type>\S+)"
"502112","(?:New\s+)?(?<object_category>[Gg]roup\s+policy)\s+(?<action>\S+)\s*:\s*name\s*:\s*(?<object>\S+)\s+Type\s*:\s*(?<policy_type>\S+)"
"504001","(?<object>Security\s+context)\s+(?<context_name>\S+)\s+was\s+(?<action>\S+)"
"504002","(?<object>Security\s+context)\s+(?<context_name>\S+)\s+was\s+(?<action>\S+)"
"505001","(?<object_category>\S+)\s+(?<object>\S+)\s+(?:is\s+)?(?<action>[^\.\s]+)"
"505002","(?<object_category>\S+)\s+(?<object>\S+)\s+(?:is\s+)?(?<action>[^\.\s]+)"
"505003","(?<object_category>\S+)\s+(?<object>\S+)\s+(?:is\s+)?(?<action>[^\.\s]+)"
"505004","(?<object_category>\S+)\s+(?<object>\S+)\s+(?:is\s+)?(?<action>[^\.\s]+)"
"505005","(?<object_category>\S+)\s+(?<object>\S+)\s+(?:is\s+)?(?<action>[^\.\s]+)"
"505006","(?<object_category>\S+)\s+(?<object>\S+)\s+(?:is\s+)?(?<action>[^\.\s]+)"
